Order_ID,Order_Date,Region,Segment,Category,Product,Quantity,Sales,Profit
751,2024-04-07,Central,Consumer,Office Supplies,Binder,4,186.1,39.82
752,2023-04-05,South,Home Office,Office Supplies,Paper,8,248.04,8.94
753,2024-06-20,West,Consumer,Office Supplies,Pen,3,1236.77,340.37
754,2023-07-30,South,Corporate,Technology,Laptop,1,1076.24,117.24
755,2023-11-15,Central,Corporate,Furniture,Chair,5,1336.0,-78.5
756,2023-01-24,West,Corporate,Technology,Keyboard,9,316.82,4.63
757,2023-11-23,Central,Consumer,Office Supplies,Paper,10,253.09,-13.72
758,2024-07-27,West,Home Office,Technology,Laptop,3,538.47,14.75
759,2024-12-22,West,Consumer,Office Supplies,Binder,9,480.84,123.53
760,2024-03-30,East,Corporate,Furniture,Table,7,1356.87,-108.3
761,2023-02-25,South,Consumer,Furniture,Filing Cabinet,8,1062.92,272.65
762,2024-09-23,Central,Consumer,Office Supplies,Pen,9,1075.09,180.99
763,2023-03-22,East,Home Office,Office Supplies,Binder,8,713.05,58.64
764,2024-04-26,West,Home Office,Furniture,Table,3,401.92,18.24
765,2024-12-17,Central,Corporate,Technology,Keyboard,2,741.51,-54.76
766,2023-12-26,West,Corporate,Office Supplies,Storage Box,3,1156.55,163.97
767,2024-06-04,East,Corporate,Furniture,Filing Cabinet,5,843.1,-60.39
768,2024-06-29,South,Consumer,Office Supplies,Storage Box,8,938.89,111.9
769,2024-01-29,West,Home Office,Furniture,Bookcase,7,894.64,191.21
770,2024-08-03,West,Home Office,Office Supplies,Binder,10,1011.02,197.9
771,2024-05-13,Central,Home Office,Furniture,Filing Cabinet,5,164.53,12.85
772,2024-02-20,South,Corporate,Furniture,Chair,2,751.56,123.31
773,2023-08-11,West,Home Office,Furniture,Chair,7,240.84,27.1
774,2024-09-22,West,Consumer,Technology,Mouse,10,1028.64,27.4
775,2024-11-26,Central,Consumer,Office Supplies,Storage Box,9,882.44,127.6
776,2024-02-18,East,Corporate,Furniture,Bookcase,1,1353.59,388.7
777,2024-12-21,East,Corporate,Technology,Keyboard,10,1301.21,-7.68
778,2024-02-08,South,Corporate,Technology,Keyboard,3,584.72,69.02
779,2024-05-01,South,Corporate,Furniture,Table,3,1263.14,-48.37
780,2023-05-18,East,Consumer,Furniture,Chair,7,1087.58,102.97
781,2023-05-20,South,Corporate,Furniture,Table,7,1342.5,239.17
782,2024-09-30,South,Home Office,Furniture,Filing Cabinet,4,1233.71,66.48
783,2023-07-10,South,Home Office,Office Supplies,Paper,7,370.39,37.3
784,2024-07-13,East,Consumer,Technology,Keyboard,2,860.86,156.64
785,2024-08-17,West,Home Office,Office Supplies,Paper,5,1102.31,323.45
786,2024-04-21,East,Consumer,Technology,Laptop,2,719.23,141.45
787,2024-12-01,Central,Home Office,Technology,Printer,1,98.11,3.67
788,2024-04-25,Central,Corporate,Office Supplies,Storage Box,5,542.31,157.87
789,2023-10-24,Central,Home Office,Furniture,Chair,8,1181.83,4.94
790,2024-08-15,Central,Home Office,Furniture,Chair,2,943.99,13.9
791,2023-05-10,Central,Corporate,Technology,Laptop,5,216.16,2.68
792,2023-01-15,West,Home Office,Technology,Laptop,6,1113.67,182.27
793,2023-06-29,South,Consumer,Office Supplies,Binder,6,1203.07,294.52
794,2023-03-28,South,Corporate,Furniture,Table,8,1160.14,-5.59
795,2024-10-14,Central,Consumer,Furniture,Table,2,970.55,196.24
796,2023-02-23,South,Corporate,Furniture,Filing Cabinet,9,466.02,92.49
797,2023-08-28,South,Corporate,Office Supplies,Storage Box,1,234.82,58.26
798,2023-10-23,Central,Home Office,Office Supplies,Storage Box,9,1030.66,-86.16
799,2024-10-14,Central,Corporate,Office Supplies,Storage Box,5,420.08,92.81
800,2024-11-01,South,Home Office,Technology,Mouse,10,1128.65,218.65
801,2023-07-19,West,Corporate,Technology,Keyboard,2,830.47,140.45
802,2023-01-13,East,Home Office,Office Supplies,Paper,5,679.99,-8.32
803,2023-09-15,East,Home Office,Furniture,Chair,4,156.07,42.98
804,2024-09-05,East,Consumer,Technology,Laptop,10,1287.53,-61.85
805,2023-07-09,Central,Corporate,Furniture,Table,8,711.09,195.17
806,2023-10-11,Central,Consumer,Office Supplies,Pen,1,1175.48,12.83
807,2024-01-27,East,Corporate,Office Supplies,Pen,8,1434.3,8.41
808,2023-03-13,South,Consumer,Office Supplies,Binder,9,975.32,-55.23
809,2024-03-17,South,Home Office,Furniture,Chair,2,403.31,-34.71
810,2024-08-08,South,Consumer,Technology,Keyboard,1,1346.84,-54.49
811,2023-02-08,Central,Consumer,Technology,Mouse,10,1056.08,276.53
812,2023-01-04,South,Corporate,Technology,Mouse,2,617.79,118.06
813,2024-07-07,South,Home Office,Furniture,Chair,10,1230.61,114.23
814,2024-07-02,Central,Corporate,Office Supplies,Pen,2,101.69,30.39
815,2024-01-10,East,Corporate,Technology,Keyboard,4,1145.47,18.31
816,2023-06-30,South,Home Office,Technology,Laptop,2,302.68,53.98
817,2024-10-07,South,Consumer,Technology,Keyboard,4,1330.12,100.02
818,2023-05-24,East,Home Office,Furniture,Table,7,1494.65,-6.88
819,2023-03-06,South,Home Office,Technology,Keyboard,1,1448.13,325.41
820,2023-02-07,Central,Home Office,Office Supplies,Paper,9,83.37,-4.4
821,2024-04-14,West,Home Office,Technology,Printer,1,877.43,236.84
822,2023-05-25,South,Home Office,Office Supplies,Paper,3,87.79,15.85
823,2023-01-15,Central,Consumer,Furniture,Chair,10,695.15,-22.05
824,2023-03-07,South,Home Office,Furniture,Chair,4,1202.78,-14.16
825,2024-03-12,Central,Consumer,Office Supplies,Storage Box,3,1464.26,190.92
826,2023-11-26,West,Corporate,Furniture,Chair,7,113.57,1.09
827,2023-06-22,West,Corporate,Technology,Keyboard,3,380.59,50.54
828,2023-04-13,South,Consumer,Technology,Printer,1,43.13,4.09
829,2023-01-08,Central,Corporate,Furniture,Chair,8,1046.39,226.96
830,2024-12-09,West,Home Office,Furniture,Table,4,421.01,33.75
831,2023-06-28,West,Home Office,Technology,Laptop,5,759.83,212.84
832,2023-12-23,West,Consumer,Office Supplies,Paper,2,193.91,21.73
833,2024-09-25,South,Home Office,Office Supplies,Binder,4,995.8,10.53
834,2023-04-26,South,Consumer,Furniture,Filing Cabinet,1,256.44,69.0
835,2024-10-22,West,Corporate,Office Supplies,Pen,8,392.05,57.52
836,2023-02-14,West,Consumer,Furniture,Chair,2,1182.53,111.19
837,2023-03-14,Central,Corporate,Furniture,Filing Cabinet,6,314.15,53.64
838,2023-08-24,West,Consumer,Furniture,Bookcase,4,370.94,24.13
839,2024-01-20,South,Home Office,Furniture,Chair,3,736.92,188.8
840,2023-08-10,West,Corporate,Technology,Mouse,4,572.76,47.59
841,2024-10-09,West,Corporate,Office Supplies,Pen,1,208.27,36.84
842,2023-10-15,South,Corporate,Furniture,Chair,4,638.97,130.44
843,2023-10-30,West,Home Office,Technology,Monitor,2,1455.8,352.31
844,2024-02-26,West,Home Office,Technology,Mouse,1,720.76,61.34
845,2024-03-14,West,Corporate,Technology,Monitor,10,662.69,-7.31
846,2023-06-02,South,Consumer,Technology,Laptop,9,79.29,7.0
847,2023-02-04,South,Home Office,Office Supplies,Storage Box,4,1235.51,100.05
848,2023-03-27,South,Consumer,Technology,Laptop,2,216.41,3.96
849,2023-01-17,West,Home Office,Office Supplies,Pen,10,699.74,89.67
850,2023-01-25,West,Home Office,Office Supplies,Storage Box,6,619.93,133.87
851,2024-10-03,East,Corporate,Office Supplies,Paper,1,1342.28,44.51
852,2023-10-31,West,Home Office,Office Supplies,Pen,1,139.82,35.28
853,2024-06-11,East,Consumer,Technology,Keyboard,1,586.77,50.55
854,2024-01-10,East,Home Office,Office Supplies,Binder,6,1069.82,-19.38
855,2023-09-02,South,Home Office,Technology,Laptop,4,1409.94,186.18
856,2023-08-19,Central,Home Office,Office Supplies,Pen,2,1026.74,11.15
857,2024-01-17,South,Home Office,Office Supplies,Storage Box,9,799.49,-40.71
858,2024-11-25,South,Home Office,Technology,Keyboard,2,564.86,95.64
859,2023-07-12,East,Corporate,Office Supplies,Paper,2,1348.96,20.71
860,2023-04-22,East,Home Office,Furniture,Bookcase,4,238.97,-9.51
861,2024-06-17,Central,Corporate,Technology,Laptop,3,1454.97,169.61
862,2024-04-30,South,Home Office,Office Supplies,Storage Box,2,974.13,16.18
863,2023-01-23,South,Home Office,Furniture,Bookcase,6,527.33,83.54
864,2024-05-12,South,Corporate,Technology,Printer,5,470.04,-22.19
865,2023-06-25,South,Corporate,Office Supplies,Binder,1,1456.67,302.84
866,2023-06-01,South,Consumer,Office Supplies,Pen,9,935.57,-33.38
867,2023-10-20,West,Consumer,Furniture,Table,6,372.1,-31.09
868,2024-08-11,Central,Corporate,Furniture,Filing Cabinet,1,293.05,36.63
869,2024-11-12,West,Corporate,Office Supplies,Pen,9,683.68,198.39
870,2023-11-05,South,Corporate,Furniture,Chair,6,1157.41,323.05
871,2023-06-09,Central,Corporate,Furniture,Bookcase,10,1346.05,387.45
872,2024-11-13,Central,Home Office,Furniture,Filing Cabinet,1,186.23,17.06
873,2023-05-23,East,Corporate,Technology,Printer,4,56.7,8.34
874,2024-04-01,Central,Consumer,Office Supplies,Paper,9,920.06,-20.19
875,2023-08-16,East,Consumer,Office Supplies,Binder,2,816.85,63.86
876,2024-06-08,South,Corporate,Office Supplies,Binder,1,912.69,95.49
877,2024-11-13,West,Home Office,Office Supplies,Storage Box,6,1283.63,61.42
878,2023-01-13,Central,Corporate,Office Supplies,Pen,2,1466.73,366.27
879,2023-08-09,South,Corporate,Technology,Mouse,7,447.18,99.39
880,2024-02-29,West,Consumer,Furniture,Chair,9,468.78,138.46
881,2023-12-10,East,Consumer,Furniture,Filing Cabinet,7,626.0,166.37
882,2023-06-29,West,Consumer,Technology,Mouse,9,295.29,15.56
883,2024-05-17,Central,Corporate,Furniture,Bookcase,1,847.74,72.38
884,2023-01-03,Central,Home Office,Furniture,Bookcase,5,1254.68,111.69
885,2024-03-03,West,Consumer,Furniture,Filing Cabinet,2,196.64,2.14
886,2024-09-05,South,Home Office,Technology,Keyboard,8,665.38,2.11
887,2024-12-11,East,Corporate,Furniture,Bookcase,6,261.01,-19.99
888,2024-04-17,Central,Consumer,Technology,Monitor,6,98.27,4.37
889,2023-02-19,East,Home Office,Office Supplies,Pen,2,306.85,46.4
890,2024-09-05,Central,Home Office,Furniture,Bookcase,6,1203.82,10.33
891,2023-04-09,Central,Consumer,Technology,Printer,6,39.09,4.19
892,2024-05-11,West,Consumer,Office Supplies,Pen,4,342.46,34.71
893,2024-07-26,East,Corporate,Technology,Printer,3,701.53,-48.71
894,2023-01-18,Central,Home Office,Office Supplies,Pen,10,556.6,126.25
895,2024-06-19,Central,Consumer,Office Supplies,Binder,3,1121.8,-58.96
896,2024-12-11,Central,Consumer,Furniture,Table,7,330.56,96.67
897,2024-12-08,East,Corporate,Furniture,Chair,2,1140.85,-94.68
898,2023-02-03,East,Corporate,Technology,Printer,2,196.0,0.24
899,2023-11-05,East,Consumer,Technology,Laptop,4,1381.75,-24.65
900,2023-07-09,East,Consumer,Technology,Keyboard,5,235.42,46.73
901,2024-08-16,West,Home Office,Office Supplies,Pen,9,1175.59,170.68
902,2024-08-06,East,Home Office,Furniture,Chair,5,341.16,-7.98
903,2023-06-25,East,Consumer,Technology,Laptop,8,1382.31,332.47
904,2024-01-11,West,Corporate,Technology,Printer,6,1016.82,-58.03
905,2024-01-24,West,Corporate,Office Supplies,Binder,2,187.01,54.95
906,2024-04-22,South,Corporate,Furniture,Table,1,1063.0,130.59
907,2023-03-26,East,Corporate,Office Supplies,Storage Box,5,439.74,61.63
908,2024-12-04,South,Corporate,Office Supplies,Binder,2,1477.74,105.19
909,2024-05-02,West,Consumer,Technology,Keyboard,2,1498.11,144.81
910,2024-02-10,East,Consumer,Office Supplies,Paper,2,604.32,107.58
911,2023-06-22,West,Corporate,Furniture,Bookcase,7,316.39,75.18
912,2023-05-06,South,Corporate,Furniture,Filing Cabinet,10,1151.93,237.75
913,2023-10-07,Central,Corporate,Technology,Mouse,8,1006.68,281.93
914,2024-06-07,South,Consumer,Office Supplies,Binder,4,200.84,19.23
915,2024-10-05,East,Home Office,Furniture,Chair,1,98.22,-7.14
916,2023-07-03,West,Corporate,Office Supplies,Pen,2,940.51,-57.81
917,2024-11-07,South,Consumer,Technology,Mouse,9,454.47,45.07
918,2023-09-25,East,Consumer,Technology,Keyboard,2,1486.25,374.61
919,2024-01-28,South,Corporate,Office Supplies,Pen,9,700.29,-60.82
920,2024-11-06,South,Corporate,Office Supplies,Binder,8,219.04,40.8
921,2023-04-23,South,Corporate,Technology,Mouse,1,852.14,-31.93
922,2024-02-05,South,Home Office,Office Supplies,Storage Box,5,1021.2,210.97
923,2023-11-25,East,Consumer,Furniture,Chair,10,1258.66,49.78
924,2023-01-28,South,Consumer,Technology,Keyboard,7,653.66,193.99
925,2023-12-26,West,Consumer,Furniture,Table,2,979.16,134.16
926,2023-11-09,West,Consumer,Furniture,Bookcase,7,816.86,-69.47
927,2024-08-04,Central,Consumer,Technology,Mouse,6,1050.02,141.96
928,2024-01-22,Central,Home Office,Technology,Mouse,4,164.63,15.7
929,2023-12-11,West,Home Office,Office Supplies,Pen,4,463.29,133.32
930,2024-05-23,West,Corporate,Technology,Laptop,10,412.43,7.81
931,2024-02-16,East,Home Office,Furniture,Chair,9,518.52,-37.9
932,2024-05-01,Central,Consumer,Office Supplies,Binder,5,984.27,20.41
933,2024-03-19,Central,Consumer,Technology,Printer,9,633.19,0.32
934,2024-04-09,West,Consumer,Technology,Printer,3,949.21,101.08
935,2024-08-13,South,Corporate,Office Supplies,Binder,10,1407.0,159.11
936,2024-03-20,West,Corporate,Technology,Laptop,5,704.48,-2.71
937,2024-03-21,East,Home Office,Office Supplies,Pen,5,321.27,20.87
938,2024-10-23,West,Corporate,Furniture,Bookcase,1,372.96,-14.92
939,2023-09-09,South,Home Office,Office Supplies,Storage Box,1,1487.11,102.32
940,2023-07-26,West,Consumer,Furniture,Bookcase,9,402.43,89.1
941,2023-06-30,South,Consumer,Technology,Laptop,6,101.88,26.35
942,2024-09-08,South,Corporate,Office Supplies,Paper,7,1014.07,257.87
943,2023-05-24,East,Home Office,Furniture,Chair,9,1003.04,132.57
944,2023-09-15,West,Home Office,Office Supplies,Paper,6,200.97,44.75
945,2024-08-21,West,Corporate,Technology,Mouse,4,342.65,-19.63
946,2023-10-09,Central,Home Office,Office Supplies,Storage Box,2,102.77,11.65
947,2023-11-21,South,Home Office,Technology,Mouse,3,384.59,4.27
948,2024-01-07,Central,Consumer,Office Supplies,Pen,1,975.19,255.59
949,2024-11-09,Central,Home Office,Furniture,Table,6,589.34,91.69
950,2024-12-02,South,Corporate,Furniture,Table,5,31.64,9.0
951,2023-11-05,Central,Consumer,Furniture,Table,8,1291.94,-46.39
952,2024-10-08,East,Corporate,Office Supplies,Storage Box,8,1302.34,298.6
953,2024-04-27,Central,Home Office,Technology,Mouse,2,645.1,172.51
954,2023-06-14,East,Corporate,Technology,Keyboard,9,642.89,123.24
955,2023-12-01,East,Home Office,Office Supplies,Paper,3,969.56,147.43
956,2023-01-04,Central,Corporate,Office Supplies,Binder,4,872.2,-48.55
957,2024-06-12,South,Corporate,Technology,Monitor,3,688.21,171.64
958,2023-09-24,Central,Consumer,Furniture,Bookcase,7,144.91,6.82
959,2024-01-22,East,Consumer,Technology,Monitor,4,1386.21,220.19
960,2023-04-02,Central,Home Office,Office Supplies,Binder,10,1280.71,-102.57
961,2024-03-15,West,Consumer,Technology,Keyboard,10,1437.89,-45.94
962,2023-05-01,South,Home Office,Furniture,Filing Cabinet,4,751.34,-7.67
963,2023-07-15,South,Corporate,Office Supplies,Pen,10,212.7,51.59
964,2023-08-09,South,Consumer,Office Supplies,Binder,5,624.62,-26.0
965,2023-09-26,West,Corporate,Furniture,Filing Cabinet,2,882.7,140.26
966,2023-01-11,Central,Home Office,Office Supplies,Binder,7,608.38,-9.19
967,2024-12-26,East,Consumer,Office Supplies,Pen,4,844.36,-66.84
968,2024-04-27,East,Corporate,Office Supplies,Paper,7,766.72,40.16
969,2024-11-18,East,Home Office,Office Supplies,Binder,8,285.47,-9.15
970,2023-12-14,East,Corporate,Office Supplies,Binder,5,1071.18,78.38
971,2023-04-30,West,Corporate,Office Supplies,Paper,6,1310.09,306.46
972,2024-03-16,Central,Home Office,Office Supplies,Pen,6,483.26,124.23
973,2024-05-18,East,Consumer,Furniture,Filing Cabinet,1,239.96,-1.93
974,2024-04-26,South,Corporate,Office Supplies,Binder,8,191.72,49.48
975,2023-02-11,South,Corporate,Office Supplies,Pen,3,749.62,178.66
976,2023-05-07,West,Corporate,Office Supplies,Paper,9,287.37,-9.39
977,2023-10-07,West,Home Office,Technology,Printer,10,1497.05,-147.23
978,2023-07-04,West,Corporate,Office Supplies,Paper,1,1021.82,260.51
979,2023-10-19,South,Corporate,Technology,Laptop,6,893.7,250.67
980,2023-06-07,South,Home Office,Furniture,Chair,5,996.12,81.31
981,2024-08-31,Central,Consumer,Technology,Laptop,6,991.14,277.87
982,2024-08-05,East,Home Office,Furniture,Table,2,438.77,96.2
983,2024-07-14,East,Corporate,Technology,Mouse,7,397.64,-1.58
984,2023-04-02,West,Corporate,Furniture,Table,3,1173.65,16.4
985,2023-05-04,South,Home Office,Office Supplies,Storage Box,10,1213.4,29.17
986,2023-05-15,Central,Home Office,Office Supplies,Paper,7,315.81,24.69
987,2024-05-02,East,Corporate,Office Supplies,Storage Box,7,1220.27,177.61
988,2024-10-07,East,Home Office,Office Supplies,Paper,4,525.78,44.91
989,2024-10-25,South,Home Office,Technology,Monitor,5,951.75,104.57
990,2024-04-24,South,Corporate,Office Supplies,Paper,5,239.94,-11.73
991,2023-09-12,Central,Home Office,Technology,Mouse,1,90.64,-6.29
992,2024-06-09,South,Consumer,Furniture,Filing Cabinet,5,707.69,133.13
993,2023-12-30,East,Consumer,Office Supplies,Paper,3,1115.96,95.03
994,2024-02-07,South,Home Office,Furniture,Chair,8,460.52,62.12
995,2024-11-17,Central,Consumer,Office Supplies,Pen,10,332.38,-22.84
996,2023-09-23,South,Home Office,Technology,Laptop,1,46.51,2.7
997,2023-06-25,South,Home Office,Technology,Mouse,10,619.54,101.04
998,2024-05-13,South,Corporate,Office Supplies,Pen,4,149.7,-6.88
999,2023-04-25,East,Consumer,Furniture,Table,4,732.05,-30.7
1000,2024-03-22,West,Consumer,Technology,Printer,8,465.36,39.73
